msgid,msgstr
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You need to either cancel the linked documents or create a new Item.,"Predvolená jednotka merania pre tovar {0} nemôže byť priamo zmenená, pretože ste už urobili nejakú transakciu s inou jednotkou merania. Musíte buď zrušiť prepojené dokumenty, alebo vytvoriť nový tovar."
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,"Predvolená jednotka miery pre položku {0} nemôže byť priamo zmenená, pretože ste už vykonali niektoré transakcie s inou jednotkou miery. Budete musieť vytvoriť novú položku, aby ste mohli použiť inú predvolenú jednotku miery."
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',Predvolená merná jednotka pre variant „{0}“ musí byť rovnaká ako v šablóne „{1}“
Default Valuation Method,Predvolená metóda oceňovania
Default Value,Predvolená hodnota
Default Warehouse,Predvolený sklad
Default Warehouse for Sales Return,Predvolený sklad pre vrátenie predaja
Default Warehouses for Production,Predvolené sklady pre výrobu
Default Work In Progress Warehouse,Predvolený sklad rozpracovanej výroby
Default Workstation,Východzia pracovná stanica
Default account will be automatically updated in POS Invoice when this mode is selected.,"Predvolený účet sa automaticky aktualizuje v POS faktúre, keď je tento režim vybraný."
Default settings for your stock-related transactions,Predvolené nastavenia pre vaše transakcie súvisiace so skladom
"Default tax templates for sales, purchase and items are created.","Predvolené daňové šablóny pre predaj, nákup a položky sú vytvorené."
Default: 10 mins,Predvolené: 10 minút
Defaults,Predvolené hodnoty
Deferred Accounting,Odložené účtovníctvo
Deferred Accounting Defaults,Predvolené hodnoty odloženého účtovníctva
Deferred Accounting Settings,Odložené účtovné nastavenia
Deferred Expense,Odložené náklady
Deferred Expense Account,Odložený nákladový účet
Deferred Revenue,Odložené výnosy
Deferred Revenue Account,Účet odložených výnosov
Deferred Revenue and Expense,Odložené výnosy a náklady
Deferred accounting failed for some invoices:,Účtovníctvo s odkladom zlyhalo pre niektoré faktúry:
Define Asset Category,Definovať kategóriu majetku
Define Project type.,Definujte typ projektu.
Delay (In Days),Oneskorenie (v dňoch)
Delay (in Days),Oneskorenie (v dňoch)
Delay between Delivery Stops,Oneskorenie medzi zastávkami dodávky
Delay in payment (Days),Oneskorenie platby (Dni)
Delayed,Oneskorené
Delayed Days,Oneskorené dni
Delayed Item Report,Správa o oneskorených položkách
Delayed Order Report,Správa o oneskorených objednávkach
Delayed Tasks Summary,Zhrnutie oneskorených úloh
Delete,Zmazať
Delete Accounting and Stock Ledger Entries on deletion of Transaction,Odstrániť účtovné a skladové záznamy pri odstránení transakcie
Delete Bins,Vymazať zásobníky
Delete Cancelled Ledger Entries,Odstrániť zrušené položky hlavnej knihy
Delete Dimension,Odstrániť dimenziu
Delete Leads and Addresses,Odstrániť potenciálnych zákazníkov a adresy
Delete Transactions,Odstrániť transakcie
Delete all the Transactions for this Company,Odstrániť všetky transakcie pre túto spoločnosť
Deleted Documents,Odstránené dokumenty
Deleting {0} and all associated Common Code documents...,Mazanie {0} a všetkých súvisiacich dokumentov spoločného kódu...
Deletion in Progress!,Prebieha vymazávanie!
Deletion is not permitted for country {0},Odstránenie nie je povolené pre krajinu {0}
Delimiter options,Možnosti oddeľovača
Delivered,Doručené
Delivered Amount,Doručená suma
Delivered By Supplier,Dodaný dodávateľom
Delivered Items To Be Billed,Dodané položky na vyúčtovanie
Delivered Qty,Doručené množstvo
Delivered Quantity,Doručené množstvo
Delivered by Supplier (Drop Ship),Doručil dodávateľ (Priama zásielka)
Delivered: {0},Dodané: {0}
Delivery,Doručenie
Delivery Date,Dátum dodania
Delivery Details,Podrobnosti doručenia
Delivery Manager,Manažér dodávky
Delivery Note,Dodací list
Delivery Note Item,Položka dodacieho listu
Delivery Note No,Číslo dodacieho listu
Delivery Note Packed Item,Položka dodacieho listu balenia
Delivery Note Trends,Trendy dodacieho listu
Delivery Note {0} is not submitted,Dodací list {0} nie je odoslaný
Delivery Note(s) created for the Pick List,Dodací list(y) vytvorené pre zoznam vychystávania
Delivery Notes,Dodacie listy
Delivery Notes {0} updated,Dodacie listy {0} aktualizované
Delivery Settings,Nastavenia doručenia
Delivery Status,Stav doručenia
Delivery Stop,Zastávka doručenia
Delivery Stops,Zastávky doručenia
Delivery To,Dodanie do
Delivery Trip,Dodávkový výjazd
Delivery User,Používateľ doručenia
Delivery Warehouse,Sklad dodania
Delivery to,Doručenie do
Delivery warehouse required for stock item {0},Sklad dodania je potrebný pre skladovú položku {0}
Demo Company,Demoverzia spoločnosti
Demo data cleared,Demonštračné údaje vymazané
Department,„Oddelenie“
Departure Time,Čas odchodu
Dependant SLE Voucher Detail No,Závislé číslo detaily dokladu SLE
Dependencies,Závislosti
Dependent Task,Závislá úloha
Dependent Task {0} is not a Template Task,Závislá úloha {0} nie je Šablóna úlohy
Dependent Tasks,Závislé úlohy
Depends on Tasks,Závisí na úlohách
Deposit,Depozit
Depreciate based on daily pro-rata,Odpisovať na základe denného pro-rata
Depreciate based on shifts,Odpisovať na základe zmien
Depreciated Amount,Odpisovaná suma
Depreciatied Amount,Odpisovaná suma
Depreciation,Odpisy
Depreciation Amount,Suma odpisov
Depreciation Amount during the period,Odpisovaná suma počas obdobia
Depreciation Date,Dátum odpisu
Depreciation Details,Podrobnosti o odpise
Depreciation Eliminated due to disposal of assets,Odpisy zrušené z dôvodu vyradenia majetku
Depreciation Entry,Odpisový zápis
Depreciation Entry Posting Status,Stav zaúčtovania odpisového záznamu
Depreciation Expense Account,Účet nákladov na odpisy
Depreciation Expense Account should be an Income or Expense Account.,Účet nákladov na odpisy by mal byť účtom príjmov alebo nákladov.
Depreciation Method,Metóda odpisovania
Depreciation Options,Možnosti odpisovania
Depreciation Posting Date,Dátum zaúčtovania odpisov
Depreciation Posting Date cannot be before Available-for-use Date,Dátum zaúčtovania odpisu nemôže byť pred dátumom dostupnosti na použitie
Depreciation Row {0}: Depreciation Posting Date cannot be before Available-for-use Date,Odpisový riadok {0}: Dátum zaúčtovania odpisu nemôže byť pred dátumom dostupnosti na použitie
Depreciation Row {0}: Expected value after useful life must be greater than or equal to {1},Riadok odpisu {0}: Očakávaná hodnota po užitočnom živote musí byť väčšia alebo rovná {1}
Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,Riadok odpisov {0}: Dátum ďalšieho odpisu nemôže byť pred dátumom dostupnosti na použitie
Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,Riadok odpisu {0}: Dátum ďalšieho odpisu nemôže byť pred dátumom nákupu
Depreciation Schedule,Plán odpisovania
Depreciation Schedule View,Zobrazenie harmonogramu odpisov
Depreciation cannot be calculated for fully depreciated assets,Odpisy nemožno vypočítať pre plne odpísané aktíva
Description,Popis
Description of Content,Popis obsahu
Designation,Pozícia
Desk User,Používateľ počítača
Detailed Reason,Podrobný dôvod
Details,Podrobnosti
Determine Address Tax Category From,Určiť kategóriu dane z adresy z
Diesel,Diesel
Difference,Rozdiel
Difference (Dr - Cr),Rozdiel (Dr - Cr)
Difference Account,Rozdielový účet
"Difference Account must be a Asset/Liability type account, since this Stock Entry is an Opening Entry","Rozdielový účet musí byť účet typu Aktíva/Pasíva, pretože tento skladový záznam je otvárací záznam."
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","Rozdielový účet musí byť typu majetok/záväzok, pretože táto inventarizačná úprava je počiatočným vstupom."
Difference Amount,Rozdielová suma
Difference Amount (Company Currency),Rozdielová suma (firemná mena)
Difference Amount must be zero,Rozdielová suma musí byť nula
Difference In,Rozdiel v
Difference Posting Date,Dátum zaúčtovania rozdielu
Difference Qty,Rozdielne množstvo
Difference Value,Hodnota rozdielu
Different 'Source Warehouse' and 'Target Warehouse' can be set for each row.,Na každom riadku je možné nastaviť iný 'Zdrojový sklad' a 'Cieľový sklad'.
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,"Rôzne merné jednotky pre položky povedú k nesprávnej hodnote čistej hmotnosti (celkom). Uistite sa, že čistá hmotnosť každej položky je v rovnakej mernej jednotke."
Dimension Defaults,Predvolené hodnoty dimenzií
Dimension Details,Podrobnosti o dimenzii
Dimension Filter,Filter dimenzií
Dimension Filter Help,Pomocník pre filter dimenzií
Dimension Name,Názov dimenzie
Dimension-wise Accounts Balance Report,Správa o zostatku účtov podľa dimenzie
Dimensions,Rozmery
Direct Expense,Priamy náklad
Direct Expenses,Priame výdavky
Direct Income,Priamy príjem
Disable,Zakázať
Disable Capacity Planning,„Zakázať plánovanie kapacít“
Disable In Words,Zakázať slovami
Disable Last Purchase Rate,Zakázať poslednú nákupnú cenu
Disable Rounded Total,Zakázať zaokrúhlený súčet
Disable Serial No And Batch Selector,Zakázať výber sériového čísla a dávky
Disabled,Zakázané
Disabled Account Selected,Zvolený zakázaný účet
Disabled Warehouse {0} cannot be used for this transaction.,Zakázaný sklad {0} nemožno použiť pre túto transakciu.
Disabled pricing rules since this {} is an internal transfer,"Deaktivované cenové pravidlá, pretože tento {} je interný prevod"
Disabled tax included prices since this {} is an internal transfer,"Zakázané ceny vrátane dane, pretože toto {} je interný prevod."
Disabled template must not be default template,Zakázaná šablóna nesmie byť predvolenou šablónou
Disables auto-fetching of existing quantity,Zakáže automatické načítanie existujúceho množstva
Disassemble,Rozobrať
Disassemble Order,Rozoberací príkaz
Disburse Loan,Poskytnúť pôžičku
Disbursed,Vyplatené
Discount,Zľava
Discount (%),Zľava (%)
Discount (%) on Price List Rate with Margin,Zľava (%) na sadzbu v cenníku s maržou
Discount Account,Účet zľavy
Discount Amount,Výška zľavy
Discount Date,"""Dátum zľavy"""
Discount Percentage,Percentuálna zľava
Discount Settings,Nastavenia zľavy
Discount Type,Typ zľavy
Discount Validity,Platnosť zľavy
Discount Validity Based On,Platnosť zľavy založená na
Discount and Margin,Zľava a Marža
Discount cannot be greater than 100%,Zľava nemôže byť väčšia ako 100%
Discount must be less than 100,Zľava musí byť menšia ako 100
Discount of {} applied as per Payment Term,Zľava vo výške {} bola uplatnená podľa platobnej podmienky
Discount on Other Item,Zľava na iný tovar
Discount on Price List Rate (%),Zľava na cenníkovej sadzbe (%)
Discounted Amount,Diskontovaná suma
Discounted Invoice,Zľavnená faktúra
Discounts,Zľavy
"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on","Zľavy, ktoré sa majú uplatniť v sekvenčných rozsahoch ako kúpte 1 a získajte 1, kúpte 2 a získajte 2, kúpte 3 a získajte 3 a tak ďalej"
Discrepancy between General and Payment Ledger,Nezrovnalosť medzi Hlavnou knihou a Platobnou knihou
Dislikes,Nepáči sa
Dispatch,Expedícia
Dispatch Address,Adresa dodania
Dispatch Address Name,Názov adresy pre doručenie
Dispatch Information,Informácie o expedícii
Dispatch Notification,Notifikácia o odoslaní
Dispatch Notification Attachment,Príloha oznámenia o odoslaní
Dispatch Notification Template,Šablóna upozornenia na odoslanie
Dispatch Settings,Nastavenia odoslania
Disposal Date,Dátum vyradenia
Distance,Vzdialenosť
Distance UOM,Jednotka vzdialenosti
Distance from left edge,Vzdialenosť od ľavého okraja
Distance from top edge,Vzdialenosť od horného okraja
Distinct Item and Warehouse,Jedinečný tovar a sklad
Distinct unit of an Item,Odlišná jednotka položky
Distribute Additional Costs Based On,Rozdeľte dodatočné náklady na základe
Distribute Charges Based On,Rozdelenie poplatkov na základe
Distribute Manually,Rozdeliť ručne
Distribution Name,Názov distribúcie
Distributor,Distribútor
Dividends Paid,Vyplatené dividendy
Divorced,Rozvedený
Do Not Contact,Nekontaktovať
Do Not Explode,Neexplodovať
Do Not Update Serial / Batch on Creation of Auto Bundle,Neaktualizovať sériové číslo / dávku pri vytvorení automatického balíka
Do Not Use Batch-wise Valuation,Nepoužívať dávkovú valorizáciu
Do not show any symbol like $ etc next to currencies.,Nezobrazovať žiadny symbol ako $ atď. vedľa mien.
Do not update variants on save,Neaktualizovať varianty pri uložení
Do reposting for each Stock Transaction,Urobťe opakované záznamy pre každú skladovú transakciu
Do you really want to restore this scrapped asset?,Naozaj chcete obnoviť tento vyradený majetok?
Do you really want to scrap this asset?,Naozaj chcete vyradiť tento majetok?
Do you still want to enable negative inventory?,Chcete stále povoliť negatívne zásoby?
Do you want to notify all the customers by email?,Chcete upozorniť všetkých zákazníkov e-mailom?
Do you want to submit the material request,Chcete odoslať žiadosť o materiál
DocField,NázovPoľa
DocType,DocType
DocTypes should not be added manually to the 'Excluded DocTypes' table. You are only allowed to remove entries from it.,"DocTypes by sa nemali pridávať ručne do tabuľky ""Vylúčené DocTypes"". Môžete z nej iba odstrániť položky."
Docs Search,Vyhľadávanie v dokumentoch
Doctype,Doctype
Document Name,Názov dokumentu
Document Type,Typ dokumentu
